"Variable1	Valor1	Variable2	Valor2	Variable3	Valor3	Variable4	Valor4	Variable5	Valor5	PERIODO	VALOR"
"Comunidades y Ciudades Autónomas	Galicia	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2019	20,0"
"Comunidades y Ciudades Autónomas	Galicia	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2018	18,8"
"Comunidades y Ciudades Autónomas	Galicia	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2017	18,7"
"Comunidades y Ciudades Autónomas	Galicia	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2016	19,0"
"Comunidades y Ciudades Autónomas	Galicia	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2015	19,4"
"Comunidades y Ciudades Autónomas	Galicia	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2014	15,4"
"Comunidades y Ciudades Autónomas	Galicia	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2013	17,2"
"Comunidades y Ciudades Autónomas	Galicia	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2012	18,3"
"Comunidades y Ciudades Autónomas	Galicia	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2011	16,1"
"Comunidades y Ciudades Autónomas	Galicia	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2010	18,1"
"Comunidades y Ciudades Autónomas	Galicia	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2009	20,6"
"Comunidades y Ciudades Autónomas	Galicia	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2008	20,9"
"Comunidades y Ciudades Autónomas	Castilla y León	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2021	17,9"
"Comunidades y Ciudades Autónomas	Castilla y León	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2020	15,1"
"Comunidades y Ciudades Autónomas	Castilla y León	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2019	12,9"
"Comunidades y Ciudades Autónomas	Castilla y León	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2018	16,1"
"Comunidades y Ciudades Autónomas	Castilla y León	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2017	15,4"
"Comunidades y Ciudades Autónomas	Castilla y León	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2016	17,7"
"Comunidades y Ciudades Autónomas	Castilla y León	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2015	18,3"
"Comunidades y Ciudades Autónomas	Castilla y León	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2014	20,4"
"Comunidades y Ciudades Autónomas	Castilla y León	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2013	17,5"
"Comunidades y Ciudades Autónomas	Castilla y León	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2012	15,9"
"Comunidades y Ciudades Autónomas	Castilla y León	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2011	17,6"
"Comunidades y Ciudades Autónomas	Castilla y León	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2010	19,5"
"Comunidades y Ciudades Autónomas	Castilla y León	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2009	18,8"
"Comunidades y Ciudades Autónomas	Castilla y León	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2008	17,5"
"Comunidades y Ciudades Autónomas	Aragón	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2021	15,8"
"Comunidades y Ciudades Autónomas	Aragón	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2020	16,0"
"Comunidades y Ciudades Autónomas	Aragón	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2019	17,9"
"Comunidades y Ciudades Autónomas	Aragón	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2018	14,2"
"Comunidades y Ciudades Autónomas	Aragón	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2017	13,3"
"Comunidades y Ciudades Autónomas	Aragón	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2016	15,7"
"Comunidades y Ciudades Autónomas	Aragón	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2015	14,4"
"Comunidades y Ciudades Autónomas	Aragón	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2014	16,9"
"Comunidades y Ciudades Autónomas	Aragón	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2013	16,1"
"Comunidades y Ciudades Autónomas	Aragón	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2012	14,5"
"Comunidades y Ciudades Autónomas	Aragón	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2011	15,5"
"Comunidades y Ciudades Autónomas	Aragón	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2010	14,2"
"Comunidades y Ciudades Autónomas	Aragón	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2009	11,3"
"Comunidades y Ciudades Autónomas	Aragón	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2008	14,9"
"Comunidades y Ciudades Autónomas	Madrid, Comunidad de	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2021	15,2"
"Comunidades y Ciudades Autónomas	Madrid, Comunidad de	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2020	15,4"
"Comunidades y Ciudades Autónomas	Madrid, Comunidad de	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2019	15,0"
"Comunidades y Ciudades Autónomas	Madrid, Comunidad de	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2018	16,1"
"Comunidades y Ciudades Autónomas	Madrid, Comunidad de	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2017	16,9"
"Comunidades y Ciudades Autónomas	Madrid, Comunidad de	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2016	18,2"
"Comunidades y Ciudades Autónomas	Madrid, Comunidad de	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2015	15,1"
"Comunidades y Ciudades Autónomas	Madrid, Comunidad de	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2014	14,7"
"Comunidades y Ciudades Autónomas	Madrid, Comunidad de	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2013	13,4"
"Comunidades y Ciudades Autónomas	Madrid, Comunidad de	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2012	14,2"
"Comunidades y Ciudades Autónomas	Madrid, Comunidad de	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2011	14,0"
"Comunidades y Ciudades Autónomas	Madrid, Comunidad de	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2010	14,4"
"Comunidades y Ciudades Autónomas	Madrid, Comunidad de	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2009	15,9"
"Comunidades y Ciudades Autónomas	Madrid, Comunidad de	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2008	14,9"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2021	22,2"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2020	21,3"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2019	19,5"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2018	20,9"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2017	21,0"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2016	21,7"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2015	21,8"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2014	23,2"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2013	21,1"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2012	21,9"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2011	20,6"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2010	18,9"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2009	19,8"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2008	18,6"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2021	19,7"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2020	19,1"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2019	19,5"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2018	21,9"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2017	20,8"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2016	22,3"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2015	22,2"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2014	21,6"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2013	19,4"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2012	18,8"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2011	17,8"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2010	17,0"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2009	16,0"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2008	15,1"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2021	19,8"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2020	19,3"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2019	19,8"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2018	20,7"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2017	20,3"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2016	21,6"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2015	20,5"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2014	20,3"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2013	18,5"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2012	17,2"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2011	16,3"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2010	15,7"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2009	16,0"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 45 a 64 años	Cambios de conceptos	Base 2013	2008	15,4"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	Menos de 16 años	Cambios de conceptos	Base 2013	2021	29,0"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	Menos de 16 años	Cambios de conceptos	Base 2013	2020	27,4"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	Menos de 16 años	Cambios de conceptos	Base 2013	2019	26,0"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	Menos de 16 años	Cambios de conceptos	Base 2013	2018	25,5"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	Menos de 16 años	Cambios de conceptos	Base 2013	2017	27,7"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	Menos de 16 años	Cambios de conceptos	Base 2013	2016	29,2"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	Menos de 16 años	Cambios de conceptos	Base 2013	2015	29,0"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	Menos de 16 años	Cambios de conceptos	Base 2013	2014	30,5"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	Menos de 16 años	Cambios de conceptos	Base 2013	2013	28,3"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	Menos de 16 años	Cambios de conceptos	Base 2013	2012	26,1"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	Menos de 16 años	Cambios de conceptos	Base 2013	2011	26,1"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	Menos de 16 años	Cambios de conceptos	Base 2013	2010	28,0"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	Menos de 16 años	Cambios de conceptos	Base 2013	2009	29,3"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	Menos de 16 años	Cambios de conceptos	Base 2013	2008	25,5"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	Menos de 16 años	Cambios de conceptos	Base 2013	2021	28,4"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	Menos de 16 años	Cambios de conceptos	Base 2013	2020	27,7"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	Menos de 16 años	Cambios de conceptos	Base 2013	2019	28,2"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	Menos de 16 años	Cambios de conceptos	Base 2013	2018	26,9"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	Menos de 16 años	Cambios de conceptos	Base 2013	2017	28,6"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	Menos de 16 años	Cambios de conceptos	Base 2013	2016	28,6"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	Menos de 16 años	Cambios de conceptos	Base 2013	2015	28,6"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	Menos de 16 años	Cambios de conceptos	Base 2013	2014	29,8"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	Menos de 16 años	Cambios de conceptos	Base 2013	2013	25,0"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	Menos de 16 años	Cambios de conceptos	Base 2013	2012	27,8"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	Menos de 16 años	Cambios de conceptos	Base 2013	2011	28,2"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	Menos de 16 años	Cambios de conceptos	Base 2013	2010	29,6"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	Menos de 16 años	Cambios de conceptos	Base 2013	2009	28,4"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	Menos de 16 años	Cambios de conceptos	Base 2013	2008	28,2"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	65 y más años	Cambios de conceptos	Base 2013	2021	14,8"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	65 y más años	Cambios de conceptos	Base 2013	2020	16,4"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	65 y más años	Cambios de conceptos	Base 2013	2019	14,5"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	65 y más años	Cambios de conceptos	Base 2013	2018	14,7"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	65 y más años	Cambios de conceptos	Base 2013	2017	13,5"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	65 y más años	Cambios de conceptos	Base 2013	2016	12,7"
